from_address,to_address,amount,timestamp,tx_hash
0x_norm_603,0x_norm_966,0.8076,1700087212,0x_tx_1854
0x_norm_755,0x_norm_518,2.978,1700098058,0x_tx_1855
0x_norm_473,0x_norm_625,4.0549,1700065051,0x_tx_1856
0x_norm_418,0x_norm_315,0.8999,1700033108,0x_tx_1857
0x_norm_429,0x_norm_61,4.2372,1700078375,0x_tx_1858
0x_norm_4,0x_norm_190,4.5653,1700056731,0x_tx_1859
0x_norm_542,0x_norm_306,1.7634,1700028225,0x_tx_1860
0x_norm_880,0x_norm_179,4.9769,1700071475,0x_tx_1861
0x_norm_916,0x_norm_295,4.8467,1700018690,0x_tx_1862
0x_norm_433,0x_norm_689,1.4492,1700023216,0x_tx_1863
0x_norm_484,0x_norm_666,2.2746,1700068533,0x_tx_1864
0x_norm_31,0x_norm_451,1.5405,1700066879,0x_tx_1865
0x_norm_693,0x_norm_389,0.8744,1700092925,0x_tx_1866
0x_norm_115,0x_norm_103,1.0908,1700097548,0x_tx_1867
0x_norm_101,0x_norm_89,2.4756,1700044346,0x_tx_1868
0x_norm_716,0x_norm_527,0.5783,1700083860,0x_tx_1869
0x_norm_573,0x_norm_554,1.8906,1700069978,0x_tx_1870
0x_norm_985,0x_norm_578,4.2586,1700077763,0x_tx_1871
0x_norm_305,0x_norm_881,4.9262,1700003303,0x_tx_1872
0x_norm_626,0x_norm_567,2.4823,1700091203,0x_tx_1873
0x_norm_868,0x_norm_465,1.497,1700069244,0x_tx_1874
0x_norm_840,0x_norm_245,0.4199,1700062161,0x_tx_1875
0x_norm_208,0x_norm_336,4.7386,1700007366,0x_tx_1876
0x_norm_225,0x_norm_728,3.2288,1700009492,0x_tx_1877
0x_norm_38,0x_norm_300,1.7701,1700070486,0x_tx_1878
0x_norm_739,0x_norm_924,2.3204,1700042628,0x_tx_1879
0x_norm_828,0x_norm_610,4.2139,1700052859,0x_tx_1880
0x_norm_327,0x_norm_797,3.4564,1700087239,0x_tx_1881
0x_norm_578,0x_norm_620,2.5895,1700045754,0x_tx_1882
0x_norm_729,0x_norm_245,3.0531,1700003508,0x_tx_1883
0x_norm_418,0x_norm_739,4.8226,1700014549,0x_tx_1884
0x_norm_243,0x_norm_262,2.7712,1700062751,0x_tx_1885
0x_norm_918,0x_norm_625,0.4832,1700072886,0x_tx_1886
0x_norm_213,0x_norm_125,0.7071,1700072387,0x_tx_1887
0x_norm_957,0x_norm_388,0.3966,1700068262,0x_tx_1888
0x_norm_421,0x_norm_357,0.7068,1700091174,0x_tx_1889
0x_norm_407,0x_norm_767,2.8795,1700058508,0x_tx_1890
0x_norm_691,0x_norm_111,3.4568,1700057766,0x_tx_1891
0x_norm_292,0x_norm_927,4.4159,1700031008,0x_tx_1892
0x_norm_365,0x_norm_333,0.6771,1700054501,0x_tx_1893
0x_norm_161,0x_norm_801,2.2048,1700011308,0x_tx_1894
0x_norm_506,0x_norm_906,1.8954,1700050566,0x_tx_1895
0x_norm_622,0x_norm_85,1.2566,1700076062,0x_tx_1896
0x_norm_340,0x_norm_599,1.2783,1700094046,0x_tx_1897
0x_norm_775,0x_norm_677,2.3785,1700080192,0x_tx_1898
0x_norm_614,0x_norm_724,0.4339,1700068310,0x_tx_1899
0x_norm_393,0x_norm_368,3.5051,1700078407,0x_tx_1900
0x_norm_660,0x_norm_996,0.1256,1700008093,0x_tx_1901
0x_norm_944,0x_norm_793,1.1499,1700086371,0x_tx_1902
0x_norm_654,0x_norm_758,3.2855,1700025168,0x_tx_1903
0x_norm_984,0x_norm_95,3.8859,1700032436,0x_tx_1904
0x_norm_383,0x_norm_269,2.2041,1700038492,0x_tx_1905
0x_norm_300,0x_norm_228,3.6861,1700065015,0x_tx_1906
0x_norm_52,0x_norm_792,3.9192,1700062557,0x_tx_1907
0x_norm_219,0x_norm_457,2.6817,1700069142,0x_tx_1908
0x_norm_149,0x_norm_494,4.5092,1700028749,0x_tx_1909
0x_norm_932,0x_norm_294,2.6908,1700018869,0x_tx_1910
0x_norm_51,0x_norm_579,3.365,1700006944,0x_tx_1911
0x_norm_999,0x_norm_336,1.9019,1700048167,0x_tx_1912
0x_norm_926,0x_norm_159,0.7234,1700053971,0x_tx_1913
0x_norm_837,0x_norm_967,2.6406,1700002250,0x_tx_1914
0x_norm_253,0x_norm_168,4.4616,1700067459,0x_tx_1915
0x_norm_826,0x_norm_942,3.8375,1700048156,0x_tx_1916
0x_norm_581,0x_norm_823,3.5344,1700087249,0x_tx_1917
0x_norm_562,0x_norm_567,1.5177,1700050101,0x_tx_1918
0x_norm_445,0x_norm_94,0.8507,1700069387,0x_tx_1919
0x_norm_469,0x_norm_779,4.8243,1700095202,0x_tx_1920
0x_norm_66,0x_norm_495,4.821,1700067885,0x_tx_1921
0x_norm_280,0x_norm_111,1.5235,1700050750,0x_tx_1922
0x_norm_185,0x_norm_450,1.1582,1700047569,0x_tx_1923
0x_norm_998,0x_norm_981,3.3827,1700071770,0x_tx_1924
0x_norm_867,0x_norm_980,3.9233,1700073578,0x_tx_1925
0x_norm_323,0x_norm_422,0.6015,1700080822,0x_tx_1926
0x_norm_242,0x_norm_64,0.101,1700095421,0x_tx_1927
0x_norm_672,0x_norm_595,0.1217,1700026966,0x_tx_1928
0x_norm_853,0x_norm_590,4.0628,1700094266,0x_tx_1929
0x_norm_575,0x_norm_812,4.6626,1700028625,0x_tx_1930
0x_norm_457,0x_norm_967,4.2806,1700009491,0x_tx_1931
0x_norm_751,0x_norm_770,1.1203,1700002130,0x_tx_1932
0x_norm_149,0x_norm_535,2.2536,1700045374,0x_tx_1933
0x_norm_518,0x_norm_3,1.9998,1700074517,0x_tx_1934
0x_norm_938,0x_norm_72,1.5567,1700056175,0x_tx_1935
0x_norm_786,0x_norm_601,0.356,1700055556,0x_tx_1936
0x_norm_135,0x_norm_804,0.6021,1700083720,0x_tx_1937
0x_norm_350,0x_norm_810,3.8698,1700079182,0x_tx_1938
0x_norm_465,0x_norm_690,3.6692,1700071123,0x_tx_1939
0x_norm_599,0x_norm_785,3.384,1700097633,0x_tx_1940
0x_norm_599,0x_norm_774,3.5915,1700048641,0x_tx_1941
0x_norm_848,0x_norm_455,2.2445,1700005286,0x_tx_1942
0x_norm_935,0x_norm_530,0.239,1700023274,0x_tx_1943
0x_norm_286,0x_norm_623,4.4341,1700097774,0x_tx_1944
0x_norm_315,0x_norm_86,1.9042,1700038137,0x_tx_1945
0x_norm_927,0x_norm_87,3.2018,1700030855,0x_tx_1946
0x_norm_158,0x_norm_450,2.2845,1700064626,0x_tx_1947
0x_norm_318,0x_norm_974,3.5535,1700072637,0x_tx_1948
0x_norm_388,0x_norm_33,1.0238,1700048916,0x_tx_1949
0x_norm_557,0x_norm_828,0.6505,1700038776,0x_tx_1950
0x_norm_742,0x_norm_766,2.8652,1700004133,0x_tx_1951
0x_norm_875,0x_norm_926,3.634,1700010707,0x_tx_1952
0x_norm_365,0x_norm_711,4.1907,1700076740,0x_tx_1953
0x_norm_718,0x_norm_911,2.9791,1700078924,0x_tx_1954
0x_norm_481,0x_norm_801,1.5521,1700066784,0x_tx_1955
0x_norm_550,0x_norm_436,4.6158,1700054422,0x_tx_1956
0x_norm_102,0x_norm_922,0.6471,1700080148,0x_tx_1957
0x_norm_895,0x_norm_132,0.7683,1700050724,0x_tx_1958
0x_norm_189,0x_norm_333,2.8486,1700084108,0x_tx_1959
0x_norm_989,0x_norm_384,2.1687,1700057692,0x_tx_1960
0x_norm_305,0x_norm_77,0.7265,1700014210,0x_tx_1961
0x_norm_501,0x_norm_442,1.632,1700066461,0x_tx_1962
0x_norm_938,0x_norm_842,4.1763,1700081741,0x_tx_1963
0x_norm_724,0x_norm_132,1.2316,1700059524,0x_tx_1964
0x_norm_175,0x_norm_253,2.9658,1700069147,0x_tx_1965
0x_norm_352,0x_norm_546,0.3062,1700036423,0x_tx_1966
0x_norm_560,0x_norm_402,2.9403,1700061480,0x_tx_1967
0x_norm_698,0x_norm_241,1.5888,1700013435,0x_tx_1968
0x_norm_812,0x_norm_270,1.3527,1700017081,0x_tx_1969
0x_norm_940,0x_norm_90,3.2975,1700075604,0x_tx_1970
0x_norm_568,0x_norm_793,3.4853,1700010448,0x_tx_1971
0x_norm_241,0x_norm_47,4.7257,1700027381,0x_tx_1972
0x_norm_230,0x_norm_426,0.2932,1700011324,0x_tx_1973
0x_norm_903,0x_norm_345,1.1752,1700075562,0x_tx_1974
0x_norm_393,0x_norm_5,1.1615,1700002968,0x_tx_1975
0x_norm_508,0x_norm_607,4.0236,1700018118,0x_tx_1976
0x_norm_714,0x_norm_253,3.1974,1700016274,0x_tx_1977
0x_norm_863,0x_norm_500,2.2092,1700027155,0x_tx_1978
0x_norm_701,0x_norm_337,1.5376,1700017802,0x_tx_1979
0x_norm_567,0x_norm_461,4.8637,1700063518,0x_tx_1980
0x_norm_299,0x_norm_945,2.2689,1700047277,0x_tx_1981
0x_norm_410,0x_norm_17,1.5288,1700026891,0x_tx_1982
0x_norm_258,0x_norm_579,0.1386,1700058543,0x_tx_1983
0x_norm_368,0x_norm_820,3.3094,1700059498,0x_tx_1984
0x_norm_823,0x_norm_648,0.6399,1700022422,0x_tx_1985
0x_norm_996,0x_norm_251,2.5605,1700096263,0x_tx_1986
0x_norm_939,0x_norm_111,4.8028,1700061916,0x_tx_1987
0x_norm_961,0x_norm_736,3.2364,1700052413,0x_tx_1988
0x_norm_688,0x_norm_427,4.9805,1700053012,0x_tx_1989
0x_norm_392,0x_norm_283,4.6884,1700040906,0x_tx_1990
0x_norm_167,0x_norm_760,4.3691,1700019764,0x_tx_1991
0x_norm_758,0x_norm_53,3.1346,1700088440,0x_tx_1992
0x_norm_804,0x_norm_133,1.2402,1700070066,0x_tx_1993
0x_norm_512,0x_norm_956,2.9131,1700083115,0x_tx_1994
0x_norm_707,0x_norm_952,1.7796,1700080257,0x_tx_1995
0x_norm_235,0x_norm_696,2.7248,1700025963,0x_tx_1996
0x_norm_35,0x_norm_239,1.655,1700049520,0x_tx_1997
0x_norm_225,0x_norm_607,1.0741,1700019916,0x_tx_1998
0x_norm_656,0x_norm_101,2.7828,1700062366,0x_tx_1999
0x_norm_813,0x_norm_421,0.8221,1700052855,0x_tx_2000
0x_norm_185,0x_norm_633,1.806,1700005480,0x_tx_2001
0x_norm_398,0x_norm_694,1.2407,1700046828,0x_tx_2002
0x_norm_685,0x_norm_364,1.4277,1700066429,0x_tx_2003
0x_norm_871,0x_norm_694,4.8941,1700062218,0x_tx_2004
0x_norm_689,0x_norm_546,2.0572,1700064171,0x_tx_2005
0x_norm_976,0x_norm_630,1.1777,1700071667,0x_tx_2006
0x_norm_637,0x_norm_657,3.3563,1700089271,0x_tx_2007
0x_norm_378,0x_norm_401,4.1177,1700013378,0x_tx_2008
0x_norm_655,0x_norm_179,1.2656,1700086047,0x_tx_2009
0x_norm_89,0x_norm_10,4.8213,1700012369,0x_tx_2010
0x_norm_232,0x_norm_975,4.7634,1700070110,0x_tx_2011
0x_norm_27,0x_norm_195,2.4226,1700004772,0x_tx_2012
0x_norm_903,0x_norm_376,2.6735,1700043098,0x_tx_2013
0x_norm_421,0x_norm_430,1.8051,1700027210,0x_tx_2014
0x_norm_366,0x_norm_61,3.6189,1700075919,0x_tx_2015
0x_norm_329,0x_norm_107,0.3013,1700098093,0x_tx_2016
0x_norm_284,0x_norm_751,4.293,1700028389,0x_tx_2017
0x_norm_721,0x_norm_969,1.432,1700072723,0x_tx_2018
0x_norm_918,0x_norm_176,1.3497,1700087064,0x_tx_2019
0x_norm_643,0x_norm_762,3.406,1700036816,0x_tx_2020
0x_norm_529,0x_norm_205,4.2286,1700037616,0x_tx_2021
0x_norm_998,0x_norm_874,3.5657,1700030977,0x_tx_2022
0x_norm_507,0x_norm_795,3.9627,1700017170,0x_tx_2023
0x_norm_452,0x_norm_157,4.7022,1700027015,0x_tx_2024
0x_norm_254,0x_norm_501,0.4297,1700040480,0x_tx_2025
0x_norm_335,0x_norm_156,2.976,1700092114,0x_tx_2026
0x_norm_902,0x_norm_611,3.554,1700015556,0x_tx_2027
0x_norm_154,0x_norm_706,3.5654,1700018669,0x_tx_2028
0x_norm_773,0x_norm_992,0.6087,1700032552,0x_tx_2029
0x_norm_984,0x_norm_845,3.5543,1700092696,0x_tx_2030
0x_norm_336,0x_norm_834,3.8225,1700079816,0x_tx_2031
0x_norm_7,0x_norm_857,1.2556,1700078392,0x_tx_2032
0x_norm_578,0x_norm_228,1.9468,1700087129,0x_tx_2033
0x_norm_942,0x_norm_550,2.1399,1700064741,0x_tx_2034
0x_norm_191,0x_norm_324,0.5045,1700065782,0x_tx_2035
0x_norm_910,0x_norm_211,4.2704,1700097717,0x_tx_2036
0x_norm_819,0x_norm_162,1.9811,1700032104,0x_tx_2037
0x_norm_609,0x_norm_258,3.5993,1700068322,0x_tx_2038
0x_norm_281,0x_norm_457,2.0449,1700041020,0x_tx_2039
0x_norm_92,0x_norm_836,2.2961,1700098926,0x_tx_2040
0x_norm_26,0x_norm_254,4.9513,1700046932,0x_tx_2041
0x_norm_847,0x_norm_728,3.9896,1700034297,0x_tx_2042
0x_norm_46,0x_norm_444,3.5945,1700037387,0x_tx_2043
0x_norm_468,0x_norm_306,3.0078,1700065289,0x_tx_2044
0x_norm_833,0x_norm_914,3.6449,1700013178,0x_tx_2045
0x_norm_765,0x_norm_876,3.9009,1700020826,0x_tx_2046
0x_norm_429,0x_norm_363,0.8172,1700072573,0x_tx_2047
0x_norm_85,0x_norm_131,1.4835,1700034908,0x_tx_2048
0x_norm_416,0x_norm_306,4.3233,1700092114,0x_tx_2049
0x_norm_563,0x_norm_46,4.03,1700095705,0x_tx_2050
0x_norm_466,0x_norm_817,1.5805,1700079315,0x_tx_2051
0x_norm_647,0x_norm_459,0.7196,1700044713,0x_tx_2052
0x_norm_32,0x_norm_240,3.4084,1700091301,0x_tx_2053
0x_norm_1,0x_norm_487,3.956,1700089710,0x_tx_2054
0x_norm_650,0x_norm_839,3.6741,1700004221,0x_tx_2055
0x_norm_484,0x_norm_680,0.7354,1700021407,0x_tx_2056
0x_norm_911,0x_norm_161,4.6706,1700095806,0x_tx_2057
0x_norm_45,0x_norm_816,3.5111,1700094121,0x_tx_2058
0x_norm_658,0x_norm_282,4.3504,1700019217,0x_tx_2059
0x_norm_850,0x_norm_767,4.8736,1700081774,0x_tx_2060
0x_norm_247,0x_norm_632,1.3541,1700059783,0x_tx_2061
0x_norm_768,0x_norm_101,0.8504,1700097403,0x_tx_2062
0x_norm_522,0x_norm_630,0.9731,1700050094,0x_tx_2063
0x_norm_127,0x_norm_659,1.8006,1700059902,0x_tx_2064
0x_norm_685,0x_norm_597,0.5883,1700097181,0x_tx_2065
0x_norm_170,0x_norm_731,2.8436,1700094883,0x_tx_2066
0x_norm_32,0x_norm_520,2.3718,1700086027,0x_tx_2067
0x_norm_478,0x_norm_928,4.0162,1700047189,0x_tx_2068
0x_norm_932,0x_norm_597,2.9247,1700023713,0x_tx_2069
0x_norm_970,0x_norm_507,2.052,1700058003,0x_tx_2070
0x_norm_786,0x_norm_518,1.9178,1700061430,0x_tx_2071
0x_norm_90,0x_norm_316,4.6498,1700049902,0x_tx_2072
0x_norm_721,0x_norm_93,1.8962,1700040814,0x_tx_2073
0x_norm_95,0x_norm_559,2.7039,1700086476,0x_tx_2074
0x_norm_8,0x_norm_3,0.9144,1700045502,0x_tx_2075
0x_norm_266,0x_norm_474,2.8943,1700079593,0x_tx_2076
0x_norm_315,0x_norm_144,3.4516,1700003634,0x_tx_2077
0x_norm_22,0x_norm_121,0.8131,1700099098,0x_tx_2078
0x_norm_410,0x_norm_155,1.3975,1700075487,0x_tx_2079
0x_norm_937,0x_norm_112,0.4132,1700054959,0x_tx_2080
0x_norm_76,0x_norm_784,0.7659,1700022908,0x_tx_2081
0x_norm_186,0x_norm_827,2.3426,1700040538,0x_tx_2082
0x_norm_614,0x_norm_988,4.5338,1700034621,0x_tx_2083
0x_norm_767,0x_norm_233,2.1917,1700060355,0x_tx_2084
0x_norm_29,0x_norm_867,2.2153,1700007723,0x_tx_2085
0x_norm_844,0x_norm_97,4.7604,1700005289,0x_tx_2086
0x_norm_946,0x_norm_382,4.546,1700078642,0x_tx_2087
0x_norm_48,0x_norm_191,1.0241,1700042537,0x_tx_2088
0x_norm_99,0x_norm_777,2.1756,1700020720,0x_tx_2089
0x_norm_295,0x_norm_102,1.2765,1700049215,0x_tx_2090
0x_norm_215,0x_norm_520,4.4507,1700091953,0x_tx_2091
0x_norm_71,0x_norm_682,4.7389,1700049412,0x_tx_2092
0x_norm_405,0x_norm_319,0.1976,1700058528,0x_tx_2093
0x_norm_572,0x_norm_159,3.659,1700072894,0x_tx_2094
0x_norm_820,0x_norm_236,4.1747,1700041710,0x_tx_2095
0x_norm_493,0x_norm_121,1.3247,1700079754,0x_tx_2096
0x_norm_327,0x_norm_517,4.028,1700006778,0x_tx_2097
0x_norm_823,0x_norm_425,3.0831,1700068871,0x_tx_2098
0x_norm_548,0x_norm_218,3.9219,1700047122,0x_tx_2099
0x_norm_975,0x_norm_413,3.2691,1700002182,0x_tx_2100
0x_norm_644,0x_norm_378,3.3374,1700048022,0x_tx_2101
0x_norm_897,0x_norm_980,4.0029,1700094706,0x_tx_2102
0x_norm_261,0x_norm_220,2.2762,1700018787,0x_tx_2103
0x_norm_222,0x_norm_241,2.0324,1700038734,0x_tx_2104
0x_norm_669,0x_norm_174,4.6243,1700057987,0x_tx_2105
0x_norm_290,0x_norm_583,1.5975,1700056192,0x_tx_2106
0x_norm_668,0x_norm_730,3.7058,1700042573,0x_tx_2107
0x_norm_949,0x_norm_978,1.653,1700092000,0x_tx_2108
0x_norm_923,0x_norm_152,1.1708,1700083085,0x_tx_2109
0x_norm_465,0x_norm_232,3.6031,1700032313,0x_tx_2110
0x_norm_760,0x_norm_974,0.4506,1700044147,0x_tx_2111
0x_norm_924,0x_norm_835,4.3036,1700029244,0x_tx_2112
0x_norm_920,0x_norm_111,3.5691,1700000974,0x_tx_2113
0x_norm_159,0x_norm_736,3.4108,1700028208,0x_tx_2114
0x_norm_208,0x_norm_690,2.7525,1700030468,0x_tx_2115
0x_norm_779,0x_norm_593,4.7409,1700062405,0x_tx_2116
0x_norm_291,0x_norm_500,1.4834,1700053201,0x_tx_2117
0x_norm_527,0x_norm_421,1.8005,1700095615,0x_tx_2118
0x_norm_147,0x_norm_225,3.5899,1700029234,0x_tx_2119
0x_norm_194,0x_norm_591,3.6424,1700097390,0x_tx_2120
0x_norm_110,0x_norm_672,2.9711,1700064507,0x_tx_2121
0x_norm_297,0x_norm_545,1.9072,1700015598,0x_tx_2122
0x_norm_56,0x_norm_907,0.173,1700064398,0x_tx_2123
0x_norm_270,0x_norm_795,3.9728,1700026870,0x_tx_2124
0x_norm_688,0x_norm_146,4.7502,1700083955,0x_tx_2125
0x_norm_195,0x_norm_303,4.591,1700048933,0x_tx_2126
0x_norm_832,0x_norm_567,3.7979,1700081848,0x_tx_2127
0x_norm_711,0x_norm_247,1.7469,1700096389,0x_tx_2128
0x_norm_255,0x_norm_161,4.2398,1700099846,0x_tx_2129
0x_norm_849,0x_norm_314,0.8988,1700040814,0x_tx_2130
0x_norm_451,0x_norm_171,2.7709,1700050965,0x_tx_2131
0x_norm_876,0x_norm_367,0.2064,1700068683,0x_tx_2132
0x_norm_79,0x_norm_624,3.3325,1700059970,0x_tx_2133
0x_norm_104,0x_norm_567,2.8195,1700033469,0x_tx_2134
0x_norm_158,0x_norm_981,4.5705,1700099786,0x_tx_2135
0x_norm_633,0x_norm_857,0.7938,1700094965,0x_tx_2136
0x_norm_892,0x_norm_855,4.2145,1700001075,0x_tx_2137
0x_norm_646,0x_norm_763,3.4584,1700057424,0x_tx_2138
0x_norm_907,0x_norm_864,0.4821,1700019386,0x_tx_2139
0x_norm_198,0x_norm_701,0.8927,1700081427,0x_tx_2140
0x_norm_592,0x_norm_849,4.1657,1700014382,0x_tx_2141
0x_norm_448,0x_norm_727,3.9292,1700075018,0x_tx_2142
0x_norm_255,0x_norm_854,1.039,1700039931,0x_tx_2143
0x_norm_21,0x_norm_445,0.9128,1700069581,0x_tx_2144
0x_norm_718,0x_norm_187,2.354,1700046034,0x_tx_2145
0x_norm_408,0x_norm_565,1.8814,1700083436,0x_tx_2146
0x_norm_318,0x_norm_939,2.7621,1700026449,0x_tx_2147
0x_norm_516,0x_norm_612,1.9624,1700047174,0x_tx_2148
0x_norm_311,0x_norm_409,0.4095,1700021539,0x_tx_2149
0x_norm_741,0x_norm_972,0.3726,1700045249,0x_tx_2150
0x_norm_244,0x_norm_54,0.5234,1700097491,0x_tx_2151
0x_norm_876,0x_norm_504,4.1021,1700038541,0x_tx_2152
0x_norm_455,0x_norm_672,0.9745,1700021101,0x_tx_2153
0x_norm_964,0x_norm_177,1.2178,1700076453,0x_tx_2154
0x_norm_580,0x_norm_66,1.2075,1700072906,0x_tx_2155
0x_norm_339,0x_norm_387,0.4203,1700020836,0x_tx_2156
0x_norm_857,0x_norm_512,1.5606,1700001364,0x_tx_2157
0x_norm_259,0x_norm_876,4.5064,1700087371,0x_tx_2158
0x_norm_174,0x_norm_832,4.8864,1700007915,0x_tx_2159
0x_norm_435,0x_norm_704,2.5366,1700081448,0x_tx_2160
0x_norm_944,0x_norm_35,0.7213,1700081039,0x_tx_2161
0x_norm_770,0x_norm_371,2.4338,1700030492,0x_tx_2162
0x_norm_917,0x_norm_164,1.166,1700012046,0x_tx_2163
0x_norm_203,0x_norm_727,4.6628,1700020876,0x_tx_2164
0x_norm_934,0x_norm_798,1.3489,1700088764,0x_tx_2165
0x_norm_272,0x_norm_948,3.6549,1700094430,0x_tx_2166
0x_norm_305,0x_norm_812,1.1653,1700000712,0x_tx_2167
0x_norm_424,0x_norm_183,3.0217,1700006988,0x_tx_2168
0x_norm_216,0x_norm_596,2.429,1700033385,0x_tx_2169
0x_norm_26,0x_norm_186,0.5446,1700020367,0x_tx_2170
0x_norm_13,0x_norm_73,1.1906,1700099714,0x_tx_2171
0x_norm_944,0x_norm_174,3.1982,1700009410,0x_tx_2172
0x_norm_260,0x_norm_503,2.9549,1700072547,0x_tx_2173
0x_norm_813,0x_norm_213,0.6034,1700010978,0x_tx_2174
0x_norm_273,0x_norm_572,2.3223,1700065912,0x_tx_2175
0x_norm_118,0x_norm_31,3.2561,1700007341,0x_tx_2176
0x_norm_695,0x_norm_645,3.951,1700024137,0x_tx_2177
0x_norm_91,0x_norm_511,4.383,1700056149,0x_tx_2178
0x_norm_19,0x_norm_705,1.7047,1700006275,0x_tx_2179
0x_norm_512,0x_norm_123,4.4671,1700071109,0x_tx_2180
0x_norm_692,0x_norm_974,2.3341,1700020454,0x_tx_2181
0x_norm_751,0x_norm_427,0.6403,1700038655,0x_tx_2182
0x_norm_579,0x_norm_949,1.2006,1700005182,0x_tx_2183
0x_norm_890,0x_norm_363,2.3519,1700048029,0x_tx_2184
0x_norm_310,0x_norm_55,4.7202,1700049490,0x_tx_2185
0x_norm_447,0x_norm_696,1.6125,1700047534,0x_tx_2186
0x_norm_473,0x_norm_494,0.1299,1700035455,0x_tx_2187
0x_norm_579,0x_norm_39,3.2473,1700024427,0x_tx_2188
0x_norm_506,0x_norm_963,2.2214,1700005967,0x_tx_2189
0x_norm_806,0x_norm_198,2.2276,1700056532,0x_tx_2190
0x_norm_390,0x_norm_898,4.0706,1700091102,0x_tx_2191
0x_norm_518,0x_norm_572,3.1404,1700021347,0x_tx_2192
0x_norm_396,0x_norm_556,2.4884,1700042378,0x_tx_2193
0x_norm_645,0x_norm_67,2.2813,1700000644,0x_tx_2194
0x_norm_37,0x_norm_380,4.228,1700017332,0x_tx_2195
0x_norm_796,0x_norm_552,3.2472,1700059951,0x_tx_2196
0x_norm_296,0x_norm_634,4.2401,1700088607,0x_tx_2197
0x_norm_943,0x_norm_453,4.5219,1700041655,0x_tx_2198
0x_norm_894,0x_norm_929,1.9993,1700063581,0x_tx_2199
0x_norm_362,0x_norm_719,2.2339,1700000628,0x_tx_2200
0x_norm_978,0x_norm_985,1.9847,1700074556,0x_tx_2201
0x_norm_973,0x_norm_529,4.2568,1700028704,0x_tx_2202
0x_norm_255,0x_norm_604,3.9073,1700036160,0x_tx_2203
0x_norm_691,0x_norm_999,3.0128,1700077124,0x_tx_2204
0x_norm_211,0x_norm_690,4.7536,1700081353,0x_tx_2205
0x_norm_911,0x_norm_635,4.3533,1700055780,0x_tx_2206
0x_norm_703,0x_norm_190,2.0527,1700091667,0x_tx_2207
0x_norm_957,0x_norm_86,0.9608,1700038553,0x_tx_2208
0x_norm_437,0x_norm_568,2.5631,1700072916,0x_tx_2209
0x_norm_831,0x_norm_876,2.1196,1700008382,0x_tx_2210
0x_norm_404,0x_norm_739,1.3373,1700039950,0x_tx_2211
0x_norm_465,0x_norm_58,0.7641,1700071314,0x_tx_2212
0x_norm_555,0x_norm_559,4.6198,1700013887,0x_tx_2213
0x_norm_445,0x_norm_324,0.6833,1700057380,0x_tx_2214
0x_norm_608,0x_norm_890,0.9892,1700008081,0x_tx_2215
0x_norm_62,0x_norm_749,2.9062,1700030465,0x_tx_2216
0x_norm_127,0x_norm_591,1.1279,1700035595,0x_tx_2217
0x_norm_466,0x_norm_797,1.0313,1700005783,0x_tx_2218
0x_norm_585,0x_norm_468,0.3022,1700028766,0x_tx_2219
0x_norm_143,0x_norm_712,4.9341,1700066084,0x_tx_2220
0x_norm_451,0x_norm_102,1.3574,1700094058,0x_tx_2221
0x_norm_733,0x_norm_399,0.7968,1700037631,0x_tx_2222
0x_norm_656,0x_norm_312,1.0393,1700088893,0x_tx_2223
0x_norm_322,0x_norm_362,4.8817,1700020941,0x_tx_2224
0x_norm_969,0x_norm_357,0.6185,1700073216,0x_tx_2225
0x_norm_893,0x_norm_586,4.5436,1700055504,0x_tx_2226
0x_norm_679,0x_norm_179,1.1918,1700024957,0x_tx_2227
0x_norm_212,0x_norm_319,1.1585,1700049443,0x_tx_2228
0x_norm_423,0x_norm_840,4.2141,1700096304,0x_tx_2229
0x_norm_577,0x_norm_615,3.9147,1700056642,0x_tx_2230
0x_norm_120,0x_norm_242,0.7969,1700036657,0x_tx_2231
0x_norm_627,0x_norm_577,1.5945,1700093865,0x_tx_2232
0x_norm_937,0x_norm_247,2.98,1700065746,0x_tx_2233
0x_norm_877,0x_norm_812,2.5228,1700010628,0x_tx_2234
0x_norm_402,0x_norm_630,0.5127,1700027713,0x_tx_2235
0x_norm_448,0x_norm_745,4.2454,1700082004,0x_tx_2236
0x_norm_829,0x_norm_310,1.1625,1700084309,0x_tx_2237
0x_norm_72,0x_norm_455,3.5839,1700075804,0x_tx_2238
0x_norm_927,0x_norm_950,2.4401,1700067159,0x_tx_2239
0x_norm_583,0x_norm_31,3.4377,1700021800,0x_tx_2240
0x_norm_725,0x_norm_308,1.3584,1700018505,0x_tx_2241
0x_norm_677,0x_norm_915,3.4823,1700042208,0x_tx_2242
0x_norm_706,0x_norm_371,1.8216,1700004070,0x_tx_2243
0x_norm_28,0x_norm_753,4.7097,1700061237,0x_tx_2244
0x_norm_600,0x_norm_74,4.4309,1700015026,0x_tx_2245
0x_norm_32,0x_norm_540,4.8634,1700045107,0x_tx_2246
0x_norm_914,0x_norm_683,4.9029,1700081924,0x_tx_2247
0x_norm_506,0x_norm_920,4.6352,1700071707,0x_tx_2248
0x_norm_0,0x_norm_491,1.6839,1700028617,0x_tx_2249
0x_norm_792,0x_norm_113,3.4852,1700026089,0x_tx_2250
0x_norm_863,0x_norm_689,1.2873,1700021520,0x_tx_2251
0x_norm_373,0x_norm_630,3.0734,1700038072,0x_tx_2252
0x_norm_679,0x_norm_444,4.6733,1700079145,0x_tx_2253
