Index,Address,FLAG,AvgMinBetweenSent,AvgMinBetweenReceived,TimeDiff,SentTnx,ReceivedTnx
4321,1389,0x72d6b3f680cd3df1072313798221413a7605ed3c0,0,2107.5,805063,0,382
4322,1390,0x72de116ee04e116a49e106f315da9d6fa83634360,2.82,3137.88,18844.2,6,6
4323,1391,0x72dfff9b44ecfac52d5f39e0fa43cd563680e50d0,0,1167.05,192564,0,165
4324,1392,0x72e1685cc8dd442a8bfc3b0a1c3142d40cfd31aa0,11281.1,17836.1,598658,42,7
4325,1393,0x72e29e789dee788a2d14ce17cc71d205f9b12b5b0,33.98,698.72,18982.1,24,26
4326,1394,0x72e6970dd772fd245409a5d7a1a9a66416be96410,1.12,0.07,3.52,3,2
4327,1395,0x72e9fa3d3589ac567dd1d75ab3309177ee62fe220,0,169217,509455,1,2
4328,1396,0x72f7b694bd5d2137d4b1dca2cc812bddddb7b0cd0,11234.4,8373.38,641965,40,23
4329,1397,0x72fc38a5af0fde303d0696fef3dcc90b9254cbb50,30.48,0,60.95,2,1
4330,1398,0x72fcd4781b3f96efe8f38bdbb2ca0a8d5e92d4270,144881,37973.6,807367,4,6
4331,1399,0x72fdf79e9c6023a977a822c04e6a34789cd543d40,0,32396.9,226778,0,7
4332,1400,0x730c2584497c6f1eeebce6825b32a27efb4e03930,0,0,108614,1,1
4333,1401,0x731a5682d83aaabbd4aac7715d1fb3ed91f886360,0.92,0.07,2.9,3,2
4334,1402,0x731f81c9290f1c15420316cc1742e9efa2b620300,227497,2528.63,695135,3,5
4335,1403,0x7327e7e5b028f060c7d29353b84444b7c4fbee7a0,1187.89,12886.2,437304,21,32
4336,1404,0x732dfe3462cab3aa14e0673e46e90b9ebbc0295c0,14.76,17045.2,102360,6,6
4337,1405,0x7333d58ffd67edcd2b2610f1430feb0baeb53f6a0,0,29442.3,88326.9,0,3
4338,1406,0x733c6c7f12a4718a53038bc4ac132346b3c228dc0,15.44,598.23,945813,504,1568
4339,1407,0x733e05133ad2824148fc3e5cdcb3527bf9a02ee80,0,21793.4,130760,0,6
4340,1408,0x7345090996d68755ae294f6e8243bdeff05139e40,8.38,5742.45,373804,65,65
4341,1409,0x73459389b732381c098c62df11bd428049fd09dd0,23.13,0,69.38,3,1
4342,1410,0x73542b10671fea1e08ebea14aba6133e87b6a61e0,124157,26119.5,980019,6,9
4343,1411,0x7355591e772f56f84a8b1f0ae3e3f31ebf5c72ba0,1383.09,5272.9,997778,626,33
4344,1412,0x7356d3316503db27f2f6e0cdbd1b7cc1a8dd27430,703.51,1512.16,1724849,384,962
4345,1413,0x735c0654c79cc3b7bf7aa32d5d5660680ffd70f60,0,1565.45,319352,0,204
4346,1414,0x735e5e8805bf068a9fdca5af66dcc32c553f18300,159.21,0.94,320.3,2,2
4347,1415,0x736745498a124cde50f9eadaeeee481367237bbd0,0,22478.3,157348,0,7
4348,1416,0x73706e8ee73ccd8405858d0bfe7e49b8432374e00,11.72,6007.75,66202.5,10,11
4349,1417,0x73753f86d3eeba8e09047925bc6d85aa32b7ed0c0,1820.38,11346.4,595473,3,52
4350,1418,0x73791629d389c39ccb1702326396ada2cae2e3360,20.6,0,61.8,3,1
4351,1419,0x737b5032148d04ff44cae59679177f3eba5467920,6480.81,14502.6,998275,69,38
4352,1420,0x737e9d6f87edde1cb1f8e1ebc8164993f19823930,0,2530.68,113881,0,45
4353,1421,0x7386dbca3e8da787cc39190802fcba85a07ea5a90,2.73,25110.9,502272,20,20
4354,1422,0x739496fa92144a5cd3d32ad863dc0c67494469f10,0,2042.77,226748,0,111
4355,1423,0x739bd60b455320b81d50a939eeb5aa0110dbeaba0,0,0,4.72,1,1
4356,1424,0x739e98aaa1bf2b0a18d5df3c078514eede40ceb60,0,5257.66,283913,0,54
4357,1425,0x73aacdeb1bbaca83ef9dc0e7fe8800fd1f15650f0,159.59,0.37,319.92,2,2
4358,1426,0x73b2e8d73ca657f3d27e5f1f1b2ed33ecf222ded0,0,22081.8,88327,0,4
4359,1427,0x73bd7c624b8ae63ef98a404cddea82cb3d740e4d0,22.14,0,66.43,3,1
4360,1428,0x73c24420a2a019981a775115a00170b0970ac4a90,5452.73,4785.23,530033,70,31
4361,1429,0x73c8f017f1fae6b1cfde3d3a6bc656851d997daa0,13.74,8508.45,374976,44,44
4362,1430,0x73c9fbba498f36939fe5103a965dc828e9750d390,0,335.15,362972,0,1083
4363,1431,0x73cb4ac497efc7c6d97e47002028ccbc11b207cb0,0,0,6.2,1,1
4364,1432,0x73ce594ffa2fe3346397b3299763c2926325b6a30,3.98,7916.66,15841.3,2,2
4365,1433,0x73d91a765eb66cf5e104ee8d2570aa3056d7f0060,25.09,0.28,75.83,3,2
4366,1434,0x73da8613a7d127c44d23350a71c3950e01e459c30,0,0,396.4,1,1
4367,1435,0x73daf93274b962fa1226af89ef20d15893125b490,0,0,47.15,1,1
4368,1436,0x73e24fa70bf47d0f9513e71b08b898bc334558480,0,2577.17,226791,0,88
4369,1437,0x73ef0d6f4e957deb1b35d770e5549272892443b50,53179.2,1896.56,227889,4,8
4370,1438,0x73f5ca534a6e8194d270188158ff8ae7253cd3db0,1.84,0.77,6,2,3
4371,1439,0x73f949c9a1482129201e6107de0b3d90e1c5f26a0,0,2440.23,200099,0,82
4372,1440,0x73fc3b67aee35876c5998f0a27d0c2b2a493d0b20,0,1684.81,291471,0,173
4373,1441,0x73fec2da01a4c273fcb2466713df74ceec19ee940,93.43,3889.69,1181493,281,297
4374,1442,0x741a5c1120bd72209e7f8cbabb8082e8c81219d80,3785.36,1.05,30286,8,3
4375,1443,0x741be6f5647dedc2cdd9925535993f35b705110c0,7.21,0,21.63,3,1
4376,1444,0x7420eafe77d347fe03e48b795483c33020d124ef0,157.6,0,315.2,2,1
4377,1445,0x74211c036dc27d4e74388fd259c00ccb12f28b3e0,160.27,3.67,327.87,2,2
4378,1446,0x7429c09fa0f15503823225acf7038cd4d6f5b3120,0,2245.6,159437,0,71
4379,1447,0x7437f6424d8747e0e7238e77d99793d395cb82670,3.06,0.52,10.2,3,2
4380,1448,0x743e7c22de625d6dcb8cebeb9a56c342f71d6b210,161.39,0.88,324.53,2,2
4381,1449,0x744ad4a1aa69128e611df0ff909c6a219c7fa6040,3.64,13721.4,109800,8,8
4382,1450,0x7453a207a53231253ad289858f7669e895d018980,0,1175.06,291414,0,248
4383,1451,0x7459bd81fa70e7311eb72155b1fc5146115961fb0,0,853.57,197174,0,231
4384,1452,0x745c6beaded6f1299511401d7bce1a4dca53b1c50,20.03,0,60.1,3,1
4385,1453,0x74634bdd49b581d8a210edcf4471f9bbec0b63830,3725.2,2123.63,963856,29,403
4386,1454,0x7463f2f837148131297b0847cd90dcf0ae9a06fe0,22.27,0,66.82,3,1
4387,1455,0x746c2d132e642e5a1ea249eb88ffbf8577e054f20,1723.73,2314.59,460476,200,50
4388,1456,0x7472c1539f9f0d017b89a63d5cb35bced1991abd0,154858,0,309716,2,1
4389,1457,0x747d762047696c7b6279584215a229a4ef11a7300,170.65,2356.55,326797,106,131
4390,1458,0x748dd9ee222fb265ceab72888495ca7eedc094cd0,55.45,2040.66,1297248,541,621
4391,1459,0x749967391c4487a2e783c915bc31a3c14a8f735a0,0,0,13.72,1,1
4392,1460,0x74ad6ebe92c4673ae4b6c766543aba4b056b15d80,23.23,0,69.68,3,1
4393,1461,0x74ba897f65f04008d8eff364efcc54b0a20e17eb0,38287.1,21711.3,1631852,12,54
4394,1462,0x74bb0410664f837020349f51a7ae5d7e93ea66db0,0,0,536.23,1,1
4395,1463,0x74ced37227f66378cadf9ffcb41a857b9ba46c200,163.56,0,327.12,2,1
4396,1464,0x74e0d9d41bc28815e813bc95a9af5bb6c2d8d52c0,202.39,4472.61,374000,80,80
4397,1465,0x74e35fbee610ee8b38c6908802dcfc818a8d508f0,155.84,2221.08,1121596,413,476
4398,1466,0x74e81a60730dcac09f57224a965906b4fa7deef00,1.77,0.2,5.72,3,2
4399,1467,0x74f0a7eeaeb6bc3f35217e2b7fd5c4319b4981980,15.47,10.07,66.53,3,2
4400,1468,0x74fae8c6d59b379ce6ab1c5174460f9b097782c20,59473.2,7956.62,539439,8,8
4401,1469,0x74ff37c0adcc9c6eac0e70cf331b8ec9499acc290,4.57,6087.57,834605,133,137
4402,1470,0x75057d2f00dbc04cbb1529c111f258d5de24f9da0,7033.54,38207.4,351855,12,7
4403,1471,0x751022d11fabd5d9471ca0dbd12c85cc2101efb60,0,14169,141690,0,10
4404,1472,0x751ad25ac9a998d7f130b4f4dab3ff2f570da31b0,28.04,25484.7,382690,15,15
4405,1473,0x752d1dae6eabcb594131f91f8e14caff495fdc0f0,5.66,5043.59,439285,87,87
4406,1474,0x752fb123d248d52f59ad0a86e9909e0ba452a5740,0,2791.42,192608,0,69
4407,1475,0x753439601c6c8bb1b3c842c1ad6fa512d308fba80,162.87,0.82,327.37,2,2
4408,1476,0x754078dabec72fb41014e945bb0cbd1e7c79b6100,0,1789.14,229010,0,128
4409,1477,0x754343ba247289b99e9689808548101d5fb9fed50,108.28,0,324.83,3,1
4410,1478,0x7544b7da3bd457908108ab38e2a0dd65de3a6b090,1525.83,3707.78,1116087,655,35
4411,1479,0x7545d38c48b2ccc4fa772469148511c7d85f8d8f0,21.5,773.96,1692045,1412,2147
4412,1480,0x75492762288774a7bd4997eb4a016decd9e4ad980,1.12,0.07,3.52,3,2
4413,1481,0x754eafde239da0feebabae17db5daba99df501000,0,17442.7,226755,0,13
4414,1482,0x7557d8a95924da7165cf86511db5bd7d8081e2d90,0,59293.5,412857,1,4
4415,1483,0x7567751808f8e6e04ef56c3f5d5e2192ae84fd760,0,3801.51,319327,0,84
4416,1484,0x7567ac99c0376a59b3debb4c6a0895265b4e28980,0,0,53.87,1,1
4417,1485,0x7578ff89582a5a88858589a215f52b74609f0dbf0,0,0,5.7,1,1
4418,1486,0x7582d5e2a3f7f45466dd9b6c65d7fb30f7ab5f090,3.62,0,10.87,3,2
4419,1487,0x7587f1559f56fbec3323d83d49fe6f047e9c33e60,157.77,0,315.53,2,1
4420,1488,0x75884d5ff079215788e5b90519b62889b15c613c0,38.27,1397.33,913446,245,647
4421,1489,0x7589355ce473d7872931891c077037d1d3d6d8680,0,0,254.45,1,1
4422,1490,0x758afbdc78be96d25cb2c6b99412346477371f0e0,29856,22375.5,492393,6,14
4423,1491,0x759949628257234900a397edbe5126b68b9433b30,0,0,13.88,1,1
4424,1492,0x759aee006806d5b64d874118b152848e20d42e2b0,14.85,21469.4,322249,14,15
4425,1493,0x75ada57f83bc30d25ce2b409630d600f79ff81160,0,14721.7,88330.2,0,6
4426,1494,0x75b0fce7785ddb2942c105f9f05fae13536746030,987.84,1872.81,1002894,528,257
4427,1495,0x75b65657986c07aa457485d54bb85f9f8134f44b0,8110.89,5961.32,585846,59,18
4428,1496,0x75b6b038445f5bd61f62e8641d5bea60f7c0670c0,0,10600.4,101429,1,7
4429,1497,0x75b6deff7047f3eaea8a30d017b24e689e8e3a5a0,301.06,607.86,991791,1138,1068
4430,1498,0x75baaa08bfab52cf35f0f8e0d0c35a44c63ab8a70,33.44,0,100.33,3,1
4431,1499,0x75c3a6406a99ee0453aad9fc0f0464f7d9eba5f30,0,2292.14,192540,0,84
4432,1500,0x75c40091e6059e26f13df557f8706cf60bb20afc0,0,2313.04,198921,0,86
4433,1501,0x75cb3f9d3c85c2a93e82db676e48ceb62b7069470,8.62,35940.3,539224,14,15
4434,1502,0x75d431a2428feb95a7f7fff5005533d885f1e8320,3998.05,1948.14,974129,192,106
4435,1503,0x75d79854c207433bf9582823ef222d84713e9dca0,0,0,2.65,1,1
4436,1504,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae680,5.43,5.01,51182,2575,7425
4437,1505,0x75e82f77cfc8520a9341a1bc34c091ed4241904a0,162.18,0.3,324.97,2,2
4438,1506,0x75ea406cf236c34684c2d79613c22c790552c1c80,2833.22,77562.1,416143,10,5
4439,1507,0x75ed757735d66ba63963be953ccbf7774d4ddd170,0,0,58.37,1,1
4440,1508,0x75f74bd8d17b6147afe828eddf83b7ca671d4aab0,101.74,10249.9,217385,21,21
4441,1509,0x75fafdbbe1b884d7b65b6e90d4f85956c4ca50cb0,4915.69,333.23,30160.6,6,2
4442,1510,0x76022b229b6fcb57bb6b97b03ebe47c5525bae0f0,0,8577.01,283041,0,33
4443,1511,0x760273c0cbb2e4788172de9abfae2fb688d609bd0,0,0,85.88,1,1
4444,1512,0x7606e7fd34129c6463580990883da8ce61592b8d0,19.79,0,59.38,3,1
4445,1513,0x760b369c8a29b0df440cca3e871e7c01e3b40d920,19745.1,8.97,434456,22,7
4446,1514,0x763396a61d4f9382afea608eb28776815cb5568f0,0,2122.89,161340,0,76
4447,1515,0x76390bd6cfebcf6011ff6a0d7443a52f729a8cd60,0,151663,303326,0,2
4448,1516,0x7639c96c703254a84d78cefcf0962679f03a2cbd0,2.35,0.03,9.47,4,2
4449,1517,0x763e6786079bd535833fffebbe9e6a2fb5e2ec060,55148.3,14.52,275771,5,2
4450,1518,0x764243fc871b1f0f0c7163f259fe977e6b999eeb0,162.1,0.82,325.83,2,2
4451,1519,0x7646620f0dac963c14c58a0b3072b9677e813d8d0,0,3885.59,291419,0,75
4452,1520,0x764a7ba4c2bedc649e539a973997071c7882007b0,27351.9,1.63,246170,9,2
4453,1521,0x7659268f322d336320f07ece903fcc13621679f20,0,1522.09,226791,0,149
4454,1522,0x7659ffaf95d6376bddfe242345c0adb9d20ca0e60,36609.9,5079.12,657922,17,7
4455,1523,0x765fc4a49dc4fff7c30d4ca64df8652a61672a3e0,0,833.87,842209,0,1010
4456,1524,0x7665aa254c822cf6acd01bc6d120eb8ff01bdd210,5.07,1558,21882.9,14,14
4457,1525,0x7668ed190097ee715663680268f665dda216a6ef0,7440.58,8125.4,754608,49,48
4458,1526,0x7670e164fc17bab2dde469c0797827d6cbad73fb0,0,0,170.63,1,1
4459,1527,0x76741968403035b322a5bfcee0fbc52d03c42dcc0,24.18,0.33,73.22,3,2
4460,1528,0x76779a6bf6b6da00339db883fed2d3ddd840ab9c0,0,0,25.77,1,1
4461,1529,0x768f6cd2b1c9203fc980aa066ccdb2f8347b12c80,9809.69,14927.6,193633,3,11
4462,1530,0x769743316fb5b789cc395dfbfd4533e198cd4d400,23069.7,9429.69,324994,10,10
4463,1531,0x7697696ba5b375eccea0dc78fbd2471114fec8c30,0,12974.4,259488,0,20
4464,1532,0x769d70c72d0851609f2408b3dc04f47cc27448e60,1100.82,2725.87,1063824,18,383
4465,1533,0x76a379ba54cffa55af3157ecbdf699ef51df7a8d0,21.52,0,64.57,3,1
4466,1534,0x76ad2dd4883116d6ce995b809f5c105490ad6d350,1.18,1.49,6.52,3,2
4467,1535,0x76bf29c7f5948b82a867fd253d9038b4c591bbef0,0,0,3.9,1,1
4468,1536,0x76c20cb007bf138fa4616a054205e34cda36fca30,162.67,0,325.33,2,1
4469,1537,0x76c7b4818cf372ce460266121b522233e9257b3f0,0,0,33.52,1,1
4470,1538,0x76cca94dde1a128303e052a1243ed3052e1df2fd0,36.83,0.14,74.07,2,3
4471,1539,0x76cd0c9dd64df254873fa298a694d5f8e88906cd0,607.75,548.74,1075109,1053,793
4472,1540,0x76d1bb7a517e9f5d98c52a0a6eec6e98c68c81d20,82.73,3411.11,526743,141,151
4473,1541,0x76d9ea79bcec084d2d6e412b4465fa213437fe5d0,24.47,0.45,74.32,3,2
4474,1542,0x76e0662c7e63e6e1c440016cf0acd7b12f37e0290,90.3,4483.98,18297.2,4,4
4475,1543,0x76e4f5a303a99adae05080481fe31d31a154a4ef0,1076.79,6307.46,94454.7,35,9
4476,1544,0x76e8013358571170b616b8ad6001e23a614a31a50,1455.07,1252.5,876937,409,225
4477,1545,0x76eb69b84844469ecfe9509d9ddf49680a43ed780,2.76,1409.24,8472.03,6,6
4478,1546,0x7701a5ed0f0b3bf2705dc93491c975b7769d6c3b0,3.68,5538.65,72050.3,13,13
4479,1547,0x77081886ac4be29f45395c7a1838ad54c37362db0,0,0,750,0,1
4480,1548,0x770cfd57613402f67ae0c8d5a7ef15bdc72427b90,0,1655.3,226777,0,137
4481,1549,0x7727e5113d1d161373623e5f49fd568b4f543a9e0,0,13.2,131954,0,9999
4482,1550,0x772ed0990721a1dfa22e9e6a8331db39a14c505f0,19.36,170.06,642626,3177,3417
4483,1551,0x77367c497e3af6ec111b8365b0c29a064bc991980,0,1179.97,8508.72,1,4
4484,1552,0x773ef8638d7a42d58842f1eb6aef9529db281c540,33.31,0,66.62,2,1
4485,1553,0x773f566f687647a35d8efed653667f957fb473680,0,2983.53,226748,0,76
4486,1554,0x774152af877156567baef9df87311a660f10e32a0,165.26,0,330.52,2,1
4487,1555,0x7744aec6bda2173db0a545d0616d25a1eb494f780,160.85,0.84,323.38,2,2
4488,1556,0x774926d1df93ef35b2696518411882e30b98bdad0,141.06,16562.5,66814.1,4,4
4489,1557,0x774d1c5e2fdf022c009423c299c638f8768c81fd0,7239.17,6318.81,978386,95,46
4490,1558,0x7751f6113ad245d3f73c65bd5da6f340845f92680,156.98,0,313.97,2,1
4491,1559,0x77641c41abf1f647639ab55190f3d39e6bd7a8b30,0,13475.6,323414,0,24
4492,1560,0x7767c0c8e6e9442fc1dfdac9150acbff4f6f11460,154.87,0,309.73,2,1
4493,1561,0x776cdb671a86b280e33c81dbfd7c18fabf5e2f7c0,7411.33,1432.48,97530.9,12,6
4494,1562,0x776d52d5959078ecc18faf176db1e8c6e9d9af6f0,17.35,0,69.38,4,1
4495,1563,0x776f3b84b384fdb9fd7fc4052cdad758f3cce4d30,0,1410.8,198923,0,141
4496,1564,0x77703e9edc68fc55a25ef2626220ec10beb0d9fc0,2941.87,10405,580945,56,40
4497,1565,0x777fc24d2aa26db73bd2a470a40f4f7ae306b9cd0,0,3402.75,273568,1,3
4498,1566,0x77876277d34ef6484e067cffc1070e2160cbbaa50,217.1,634.07,10396.7,7,14
4499,1567,0x77899a51048d0a1340f0d48954e9d6716d4e8f5d0,108.75,0,326.25,3,1
4500,1568,0x778ce0696643fe43db9ed0f92eddac06d302c46d0,0,14.17,10743.2,1,2
4501,1569,0x778ce477c136910c014adcc71c1f73c2d4defb410,727.02,2572.63,36296.2,11,11
4502,1570,0x778e84a9cefea34dc8a1f76baf190285895f4ff10,1713.52,3754.59,296967,101,33
4503,1571,0x7796b1fc007e6c3426c4dfd0eab671467348f0f30,0,0,0,0,1
4504,1572,0x77a9291e0994b83a8b41b43580c0629f9eb3bbc20,159.98,0,319.97,2,1
4505,1573,0x77b386fa5124f5e65657c8647a6dcb1a2b030bc50,22.12,0,66.35,3,1
4506,1574,0x77dcb56a7e4a4ecea3e46915cc260f7cdd3937290,0,49124.6,196498,0,4
4507,1575,0x77e0b1fde36b349d512ff3cf109156686e7a0e880,165.78,342.14,3389.65,6,7
4508,1576,0x77e1127dc55a350e62313177575084ce14832ee30,5.34,127607,382837,3,3
4509,1577,0x77e22625c585864a6daf5ce3756f20ea8d9d09530,3348.52,1099.73,916077,223,154
4510,1578,0x77fcb61c417c987a5e37851db1b3de47a14f250b0,0,0,527.27,1,1
4511,1579,0x781431351883c5a6190c1368318ec90d905a32810,298.63,10585.3,152375,14,14
4512,1580,0x7814ce92f4c3058dc1ae3b34a7844987a3d4e9960,0,1905.6,226767,0,119
4513,1581,0x781b901c543f014ef824b4df15d7234745a9af040,31248.2,129658,706120,6,4
4514,1582,0x78245ec75bbf7f8a9f0fb2b045738cf2400f79200,3861.13,10782.6,295935,18,21
4515,1583,0x78255bcf0d6fb1cfdce746a9044f0a31311de5430,2287.99,9808.56,444648,10,43
4516,1584,0x782cf6b6e735496f7e608489b0c57ee27f407e7d0,313.04,20.31,51107.3,163,4
4517,1585,0x782e3e1dd395c2480eb6a42d745723b7fe1831e50,32.41,29098.2,699004,20,24
4518,1586,0x783b39b7bd9f3afca80130c3697666f3202f0c3e0,55.35,1443.78,1091269,335,743
4519,1587,0x783fb256457fc1f30f378b4249be8daddf8e70300,14.72,0,44.17,3,1
4520,1588,0x7843aa1743e3c8c5516fbf21c7440ea7bc761aeb0,26340.2,2577.8,734386,27,9
4521,1589,0x784a0c91ac376f1f2e96248907f9cd59769be1570,162.16,0.33,324.97,2,2
4522,1590,0x784e4785756a2134ca3a0d3934cb04efdbc36f7d0,125618,1116.7,637021,5,8
4523,1591,0x78637f6374025407831cbc15989aa4bd779449800,7125.42,5123.34,542067,43,46
4524,1592,0x786c7eb735727e1b64d9f305044c0a6b390eac1e0,0,0,530.1,1,1
4525,1593,0x7879a595f01c56d5ace74490d23a07b89c6d36200,0,11343.8,136125,0,12
4526,1594,0x787f0e3d28fc7e73c3d333ddb881237a93bb11230,160.15,0.29,321.75,2,5
4527,1595,0x789ee74e6440ced98f590ca8695c78ba3b11fc590,102186,0,204372,2,1
4528,1596,0x789f8eadbe24fa8bfa276d9744c15dfb6ee91e4d0,8134.32,24609.6,303036,7,10
4529,1597,0x78a23e274c64ed8bf62692e2a5c9e143d8c810710,2470.74,5777.85,305236,30,40
4530,1598,0x78a90d672cacf607ee6a45701a23628f58b62c030,0,20615.9,226774,0,11
4531,1599,0x78b33c96a40db968cb8d18c1ecb046350f0a7e0e0,7.13,15669.9,156770,10,10
4532,1600,0x78b5e89adeda024598f8c964de6a7db666d3f92a0,4.82,17855.7,89302.5,5,5
4533,1601,0x78bbe139ca20df204d50e650d5c1188027d99d000,0,4517.32,302661,0,67
4534,1602,0x78cc99ab4109ea197f49f03db1e8c47f8b6f8db30,2671.89,1625.1,1018284,299,135
4535,1603,0x78d272c87bedfd7f493c577e8d62596a662d0d1c0,162.98,0.19,326.55,2,3
4536,1604,0x78d286f05222cd1fbdb5ef026884a3647ffe7b5c0,0,0,434.45,1,1
4537,1605,0x78d35d9382140e1e8de558090be8742e8585a8c20,106.55,0,319.65,3,1
4538,1606,0x78d97149d4ecba5007afd0bacfa27638f680f7ce0,1.51,0.28,5.08,3,2
4539,1607,0x78da1dab2121718b15d39da262e1e65d64f15afe0,0,0,19.17,1,1
4540,1608,0x78da42820395dcf9ed27ffa48668ecdb8d1d77a30,41372.5,10604.7,575935,7,27
4541,1609,0x78e5cd8189e0bf2ef8d7ee39afd0014cf4b3f4890,0,4206.08,88327.6,0,21
4542,1610,0x78ebe3840871ed00f315061729f7025cacd35bbd0,0,0,100.53,1,1
4543,1611,0x78ed2b50f3c2bd0135684d9d62c391eff1da1b560,162.55,0.26,325.88,2,3
4544,1612,0x78efd7d9815fe9cfa1bd3a830a62fc3dff12175d0,15250.8,24481.5,235183,9,4
4545,1613,0x78f9334b14f6d45d92eab304204f2504a13895420,0,0,8.47,1,1
4546,1614,0x78fc4a3145a9aebac837f54951c0fe66e29e23d00,45.03,42794.4,428394,10,10
4547,1615,0x79058cee1ec2574e4c69a3219affc28549ffb3c80,22.61,201.11,470.03,3,2
4548,1616,0x790907051c0a823190b80fdeab406a990056bcf30,0,0,34.18,1,1
4549,1617,0x790e8ff6e6cbd1dbdb614602dd47642ed6d27f300,11.75,35677.2,249822,7,7
4550,1618,0x7914a9688b516b2420e1006c122c8cb0cf39bcbd0,164.28,0.82,330.2,2,2
4551,1619,0x791dd4a825b959917ac46204fdb14d461c677a3a0,0,5725.61,229025,0,40
4552,1620,0x791eb204e0d1234771341d7ea339863b19b310710,162.53,0.21,325.48,2,2
4553,1621,0x792db2af370e8b9425a8a726c2449e72e07fe45c0,22.62,0,67.87,3,1
4554,1622,0x7932e1ed8586fff9eb41944a9e4af52a1ea3ce3e0,10145.7,0,81165.4,8,2
4555,1623,0x7935846fe8710a2bc2236f39c9f91deb787541760,19255.5,7185.55,454382,18,15
4556,1624,0x7937d554193d3e2a1805a9a3aef3564cce94fe990,0,1405.84,192600,0,137
4557,1625,0x793afaae0ce7eb3cb3394b0b3eb9e9b2f72f83a10,17.63,0,52.9,3,1
4558,1626,0x793bf66112bd8143838c4f853fb5aed31c86d4190,4.01,17845.3,214191,12,12
4559,1627,0x79490ede89fd5cefb62b9e056a9f83bd76aa24b90,0,0,0,0,1
4560,1628,0x7957862ebae2c1579ff2edf985d29dfde9d9f5040,16.28,1630.94,698422,424,424
4561,1629,0x795be3f118677d15760682ee865a819a1869caca0,0,0,592.38,1,1
4562,1630,0x7962fb4766b1fd5531c407cd011e8f4120bfe1310,2173.23,29395.2,1029861,14,34
4563,1631,0x796336599295579648bbea9122f5349cad386e890,0,5347.21,336874,0,63
4564,1632,0x79734318e604b22802ac2d3b11569bfcbac546c40,3679.63,1490.51,505555,122,38
4565,1633,0x79761ac81e9a5a7515b06cb7958d13eef450bbd50,1410.71,1398.9,21113.4,11,4
4566,1634,0x7980c68d6fd7b7d7f52242ff8121d33808f079070,27729.9,1466.44,204375,7,7
4567,1635,0x7988018915bcfea9a4e39734edb7ece1eda476c60,3217.13,607.7,894326,271,37
4568,1636,0x798d841f1b1df7057ba222e70d40e19c4ffccaf90,0,825.09,373767,0,453
4569,1637,0x799187b978426e68f895832e34c86296d65c77920,4820.45,11534.7,711535,83,27
4570,1638,0x7994212d8abee463fdd0f3fa20915d5e9e4716660,3.61,29732.1,178414,6,6
4571,1639,0x799acc3cb96a0c5339634f3078edd0ddc085c0b60,9.2,354.6,443108,1140,1220
4572,1640,0x79ccf7632d9874b2cf497ee9f1a476c6792264c00,11.82,3695.86,14830.7,4,4
4573,1641,0x79db4caa28cfa41f0cc0e8658ff0e5101c4000f70,22.14,0,66.42,3,1
4574,1642,0x79dfcd4e77a76da6f85b783768e380be6e6dc2800,0,0,491.13,1,1
4575,1643,0x79e0539fcbe86d874090755706a1b01b4edf5d0c0,3.05,12446.6,224093,18,18
4576,1644,0x79e3561533a984e94a5c42f8b8da2eef80144a400,0,8705.43,679024,0,78
4577,1645,0x79e73fd25322a4d04e652f8dfa54d1db073996230,14.09,14521.2,87212,6,6
4578,1646,0x79e78d69d59f225b373affb9359570853177e8f90,425.25,5992.31,513830,81,80
4579,1647,0x79ebf4db8186063afed4dd4ad4871b164b62c0690,95.89,34754.1,408198,995,9
4580,1648,0x7a0d2e427069ed21b58460f7ad2b3aa02136c8170,2.47,4168.05,8341.05,2,2
4581,1649,0x7a0e712e119069517d94dacf90c381805d65554b0,2987.33,13421.2,274616,47,10
4582,1650,0x7a19c3c33f2a800b2fa361fd24277cab0a1c1db10,5.95,15721.8,975046,50,62
4583,1651,0x7a1b7f494d649aa49e793a436431282e3657a9320,15.59,0,46.78,3,1
4584,1652,0x7a35fe0683c5a8bce69e3ff2fac831cfe8e8db090,10.03,6217.09,87089.4,5,14
4585,1653,0x7a363a29c72d18b8a12af9f79e6f01e5e3d924900,1.17,1.2,5.9,3,2
4586,1654,0x7a3a827eeaf7b6e828233fe4539ede9535496c450,0,0,2314.6,1,1
4587,1655,0x7a3e54945a8316a591eb6b3c9a0348e0af7bd3410,12918,14373.3,258539,10,9
4588,1656,0x7a4cdff4a55c5f61451d7f8eef7c694418cf4dd10,158.38,0.63,318.03,2,2
4589,1657,0x7a4ef8df3178c346343df6fa7e144d6020ef9b2e0,109.51,0.7,329.92,3,2
4590,1658,0x7a4fa9c3948363b1c96e6d7045e27b799c5c9bbf0,0,1518.64,198942,0,131
4591,1659,0x7a60ffb3a7206a245a6555310bd1972a05a816900,161.92,0.82,325.48,2,2
4592,1660,0x7a6906ef811b2325b9b61e9f9536813d8c2f5cc10,3511.73,917.26,400417,96,69
4593,1661,0x7a708d1deb5a6389c6df2d7f59c60cd7b93c51b40,9095.06,15586,340431,17,14
4594,1662,0x7a7bf1fa658ce58606e75c02f6bab2b2c71ec4490,0,0,14580.8,1,1
4595,1663,0x7a8719cd4f1cdfcead41a00a6eeafd7e4ff536ea0,102189,0,204378,2,1
